English,EnumCode,Key,Simplified Chinese
Tar version of this package was not found,TAR_VERSION_OF_THIS_PACKAGE_WAS_NOT,java.tarVersionOfThisPackageWasNot,未找到该版本Tar包
Incoming tar file can not be empty,INCOMING_TAR_FILE_CAN_NOT_BE_EMPTY,java.incomingTarFileCanNotBeEmpty,传入的tar文件不能为空
Nodes are empty,NODES_ARE_EMPTY,java.nodesAreEmpty,节点为空
Can not find the corresponding service,CAN_NOT_FIND_THE_CORRESPONDING,java.canNotFindTheCorresponding,找不到对应的服务
Can not find the corresponding cluster,CAN_NOT_FIND_THE_CORRESPONDING,java.canNotFindTheCorresponding,找不到对应的集群
Mount service {1} to cluster {2} successful,MOUNT_SERVICE_{1}_TO_CLUSTER_{2},java.mountService{1}ToCluster{2},挂载服务{1}到集群{2}成功
Failed to mount service {1} to cluster {2},FAILED_TO_MOUNT_SERVICE_{1}_TO,java.failedToMountService{1}To,挂载服务{1}到集群{2}失败
The distribution service is incompletely created and you can try again by moving the task to the Recycle Bin,THE_DISTRIBUTION_SERVICE_IS,java.theDistributionServiceIs,分发服务创建不完整，您可以通过把任务移到回收站后再恢复的方式重试
The corresponding node does not exist,THE_CORRESPONDING_NODE_DOES_NOT,java.theCorrespondingNodeDoesNot,服务对应的节点不存在
The service under the Jingwei task list is empty please re-edit the service you can re-trigger the generation of task list,THE_SERVICE_UNDER_THE_JINGWEI,java.TheServiceUnderTheJingwei,该服务下的精卫任务列表为空，请重新编辑服务，可重新触发生成任务列表
All services started successfully,ALL_SERVICES_STARTED,java.allServicesStarted,成功启动所有服务
Successful launch of the specified service,SUCCESSFUL_LAUNCH_OF_THE,java.successfulLaunchOfThe,成功启动指定服务
This service is also associated with the unit of environmental services tar service units and centers shared. If you do not need this service you can start by deleting the service from the associated cell environment,THIS_SERVICE_IS_ALSO_ASSOCIATED,java.ThisServiceIsAlsoAssociated,本服务还有关联的单元环境服务，tar包单元的服务和中心共用。如果确实不需要此服务，可以先从关联的单元环境的服务开始删除
Services of this type are not supported for moving into the Recycle Bin,SERVICES_OF_THIS_TYPE_ARE_NOT,java.servicesOfThisTypeAreNot,不支持此类型的服务移入回收站
Move service {1} into Recycle Bin,MOVE_SERVICE_{1}_INTO_RECYCLE_BIN,java.moveService{1}IntoRecycleBin,移动服务{1}进入回收站
Has been deleted,HAS_BEEN_DELETED,java.hasBeenDeleted,已经被删除
This link type does not exist in the system,THIS_LINK_TYPE_DOES_NOT_EXIST_IN_THE,java.thisLinkTypeDoesNotExistInThe,系统中不存在此链路类型
Environment env can not be empty,ENVIRONMENT_ENV_CAN_NOT_BE_EMPTY,java.environmentEnvCanNotBeEmpty,环境env不可为空
At least open a way of alarm,AT_LEAST_OPEN_A_WAY_OF_ALARM,java.atLeastOpenAWayOfAlarm,至少要开启一种报警方式
Type error only update binlog type,TYPE_ERROR_ONLY_UPDATE_BINLOG,java.TypeErrorOnlyUpdateBinlog,类型错误，只能更新binlog类型的
The task id list is empty,THE_TASK_ID_LIST_IS_EMPTY,java.theTaskIdListIsEmpty,服务下的任务id列表为空
Only supports push fine Wei v3 task,ONLY_SUPPORTS_PUSH_FINE_WEI_V3_TASK,java.onlySupportsPushFineWeiV3Task,只支持push精卫v3的任务
Time and place can not be empty,TIME_AND_PLACE_CAN_NOT_BE_EMPTY,java.timeAndPlaceCanNotBeEmpty,时间和位点不能都为空
Trace back to the location of the service {1},TRACE_BACK_TO_THE_LOCATION_OF_THE,java.traceBackToTheLocationOfThe,回溯服务{1}的位点到
Time can not be empty,TIME_CAN_NOT_BE_EMPTY,java.timeCanNotBeEmpty,时间不能为空
Only backdated data within a day,ONLY_BACKDATED_DATA_WITHIN_A_DAY,java.onlyBackdatedDataWithinADay,只能回溯一天内的数据
Tracing the location of service {1} to {2} successfully,TRACING_THE_LOCATION_OF_SERVICE,java.tracingTheLocationOfService,回溯服务{1}的位点到{2}成功
Clear the DDL version of service {1},CLEAR_THE_DDL_VERSION_OF_SERVICE,java.clearTheDDLVersionOfService,清空服务{1}的DDL版本
Can not be,CAN_NOT_BE,java.canNotBe,都不能为
The deletion of tasks of this service type is not supported,THE_DELETION_OF_TASKS_OF_THIS,java.theDeletionOfTasksOfThis,不支持此种服务类型的任务的删除
Service task list is empty,SERVICE_TASK_LIST_IS_EMPTY,java.serviceTaskListIsEmpty,服务下任务id列表为空
Under the service task list is empty,UNDER_THE_SERVICE_TASK_LIST_IS,java.underTheServiceTaskListIs,服务下任务列表为空
Set this option for tasks that do not support this type of service,SET_THIS_OPTION_FOR_TASKS_THAT_DO,java.setThisOptionForTasksThatDo,不支持此种服务类型的任务设置此选项
You must log in first,YOU_MUST_LOG_IN_FIRST,java.youMustLogInFirst,您必须先登录
Center service has been deleted,CENTER_SERVICE_HAS_BEEN_DELETED,java.centerServiceHasBeenDeleted,中心服务已经被删除
Can not find the service associated with the central environment,CAN_NOT_FIND_THE_SERVICE,java.canNotFindTheService,找不到关联的中心环境的服务
Jing Wei administrator to carry out this operation,JING_WEI_ADMINISTRATOR_TO_CARRY,java.jingWeiAdministratorToCarry,精卫管理员才能进行此操作
Some tasks in the DB does not exist please double-check,SOME_TASKS_IN_THE_DB_DOES_NOT_EXIST,java.SomeTasksInTheDBDoesNotExist,任务有些在DB不存在，请仔细检查
Only drcExtractor data is supported,ONLY_DRCEXTRACTOR_DATA_IS,java.onlyDrcExtractorDataIs,仅支持drcExtractor的数据
Update service,UPDATE_SERVICE,java.updateService,更新服务
The taskId failed,THE_TASKID_FAILED,java.theTaskIdFailed,的taskId失败
The number of tasks and,THE_NUMBER_OF_TASKS_AND,java.theNumberOfTasksAnd,任务个数和
The number is inconsistent please delete the reconstruction service,THE_NUMBER_IS_INCONSISTENT,java.TheNumberIsInconsistent,数量不一致，请删除重建服务
The newly added table can not be empty,THE_NEWLY_ADDED_TABLE_CAN_NOT_BE,java.theNewlyAddedTableCanNotBe,新增加的表不能为空
Service add tables for this type of service are not supported,SERVICE_ADD_TABLES_FOR_THIS_TYPE_OF,java.serviceAddTablesForThisTypeOf,不支持此种服务类型的服务添加表
The topology failed,THE_TOPOLOGY_FAILED,java.theTopologyFailed,的拓扑失败
Illegal format,ILLEGAL_FORMAT,java.illegalFormat,格式不合法
Have been subscribed,HAVE_BEEN_SUBSCRIBED,java.haveBeenSubscribed,已经被订阅
The topology fails or does not include this table,THE_TOPOLOGY_FAILS_OR_DOES_NOT,java.theTopologyFailsOrDoesNot,的拓扑失败或者不包含此表
The data listening type is not set,THE_DATA_LISTENING_TYPE_IS_NOT_SET,java.theDataListeningTypeIsNotSet,的数据监听类型没有设置
The newly added table is not valid,THE_NEWLY_ADDED_TABLE_IS_NOT_VALID,java.theNewlyAddedTableIsNotValid,新添加的table不合法
The target table already exists,THE_TARGET_TABLE_ALREADY_EXISTS,java.theTargetTableAlreadyExists,目标表已经存在
The target shadow table does not exist,THE_TARGET_SHADOW_TABLE_DOES_NOT,java.theTargetShadowTableDoesNot,目标影子表不存在
Get the goal,GET_THE_GOAL,java.getTheGoal,获取目标
The same source table and target table,THE_SAME_SOURCE_TABLE_AND_TARGET,java.theSameSourceTableAndTarget,源表和目标表相同
The mapped column is empty,THE_MAPPED_COLUMN_IS_EMPTY,java.theMappedColumnIsEmpty,映射的列为空
The same mapping field does not exist for source and destination,THE_SAME_MAPPING_FIELD_DOES_NOT,java.theSameMappingFieldDoesNot,源和目标不存在相同的映射字段
Non-DB synchronization tasks,NON-DB_SYNCHRONIZATION_TASKS,java.non-DBSynchronizationTasks,非DB同步任务
This task does not exist,THIS_TASK_DOES_NOT_EXIST,java.thisTaskDoesNotExist,该任务不存在
This task is not a type of rtdsq,THIS_TASK_IS_NOT_A_TYPE_OF_RTDSQ,java.thisTaskIsNotATypeOfRtdsq,该task并非rtdsq的类型
Own column information is empty,OWN_COLUMN_INFORMATION_IS_EMPTY,java.ownColumnInformationIsEmpty,所属列信息为空
The total number of hashes can not be,THE_TOTAL_NUMBER_OF_HASHES_CAN_NOT,java.theTotalNumberOfHashesCanNot,散列的总分区数不能为
Hashed consumer partitions can not be,HASHED_CONSUMER_PARTITIONS_CAN,java.hashedConsumerPartitionsCan,散列的消费分区不能为
Hashed consumer partition can not be greater than the total partition,HASHED_CONSUMER_PARTITION_CAN_NOT,java.hashedConsumerPartitionCanNot,散列的消费分区不能大于总分区
No belonging to the cluster,NO_BELONGING_TO_THE_CLUSTER,java.noBelongingToTheCluster,没有所属的集群
Has been hashed not allowed to hash,HAS_BEEN_HASHED_NOT_ALLOWED_TO,java.HasBeenHashedNotAllowedTo,已经散列过，不允许再散列
Query node use,QUERY_NODE_USE,java.queryNodeUse,查询node使用
You can not create a hash hash that is not a drcStore,YOU_CAN_NOT_CREATE_A_HASH_HASH_THAT,java.youCanNotCreateAHashHashThat,不能创建非drcStore的hash散列
No affiliated mount cluster,NO_AFFILIATED_MOUNT_CLUSTER,java.noAffiliatedMountCluster,没有所属的挂载集群
Stop the task failed,STOP_THE_TASK_FAILED,java.stopTheTaskFailed,停止任务失败
There is no hash task that needs to be merged,THERE_IS_NO_HASH_TASK_THAT_NEEDS_TO,java.thereIsNoHashTaskThatNeedsTo,没有需要合并的散列任务
Failed to start service,FAILED_TO_START_SERVICE,java.failedToStartService,启动服务失败
Repair successfully,REPAIR_SUCCESSFULLY,java.repairSuccessfully,修复成功
Decomposition repair failed,DECOMPOSITION_REPAIR_FAILED,java.decompositionRepairFailed,拆库修复失败
Repair failed,REPAIR_FAILED,java.repairFailed,修复失败
You must fill in the associated aone app,YOU_MUST_FILL_IN_THE_ASSOCIATED,java.youMustFillInTheAssociated,必须填写关联的aone应用
Unsupported applier type,UNSUPPORTED_APPLIER_TYPE,java.unsupportedApplierType,不支持的applier类型
This task is running and can not be deleted,THIS_TASK_IS_RUNNING_AND_CAN_NOT_BE,java.thisTaskIsRunningAndCanNotBe,正在运行此任务，不可删除
Start all tasks successfully,START_ALL_TASKS_SUCCESSFULLY,java.startAllTasksSuccessfully,成功启动所有任务
Successful launch of the specified task,SUCCESSFUL_LAUNCH_OF_THE,java.successfulLaunchOfThe,成功启动指定任务
The corresponding node does not exist,THE_CORRESPONDING_NODE_DOES_NOT,java.theCorrespondingNodeDoesNot,任务对应的节点不存在
It must be an extractor of type rtdsq to call this interface,IT_MUST_BE_AN_EXTRACTOR_OF_TYPE,java.itMustBeAnExtractorOfType,必须是rtdsq类型的extractor才能调用此接口
Channel does not exist,CHANNEL_DOES_NOT_EXIST,java.channelDoesNotExist,通道不存在
If the channel is in CREATING state for a long time please contact,IF_THE_CHANNEL_IS_IN_CREATING,java.IfTheChannelIsInCREATING,如果通道长时间处于CREATING状态，请联系
Waiting for resource audit if you want to speed up the audit please contact,WAITING_FOR_RESOURCE_AUDIT_IF_YOU,java.WaitingForResourceAuditIfYou,等待资源审核，如果想加快审核速度，请联系
If the channel is RUNNING but still can not receive the update data please contact,IF_THE_CHANNEL_IS_RUNNING_BUT,java.IfTheChannelIsRUNNINGBut,如果通道RUNNING、但仍收不到更新数据，请联系
Cluster not found,CLUSTER_NOT_FOUND,java.clusterNotFound,集群未找到
Mount task {1} to the cluster,MOUNT_TASK_{1}_TO_THE_CLUSTER,java.mountTask{1}ToTheCluster,挂载任务{1}到集群
The task node can not be empty,THE_TASK_NODE_CAN_NOT_BE_EMPTY,java.theTaskNodeCanNotBeEmpty,任务节点不可为空
Move Task {1} to Recycle Bin,MOVE_TASK_{1}_TO_RECYCLE_BIN,java.moveTask{1}ToRecycleBin,移动任务{1}进入回收站
A single task is successfully updated,A_SINGLE_TASK_IS_SUCCESSFULLY,java.aSingleTaskIsSuccessfully,单个任务更新成功
Bulk update succeeded,BULK_UPDATE_SUCCEEDED,java.bulkUpdateSucceeded,批量更新成功
Can not be empty at the same time,CAN_NOT_BE_EMPTY_AT_THE_SAME_TIME,java.canNotBeEmptyAtTheSameTime,不能同时为空
The value of illegal,THE_VALUE_OF_ILLEGAL,java.theValueOfIllegal,的value不合法
illegal,ILLEGAL,java.illegal,不合法
must be,MUST_BE,java.mustBe,必须是
All tasks,ALL_TASKS,java.allTasks,所有任务
Single task,SINGLE_TASK,java.singleTask,单个任务
Save successfully please refresh,SAVE_SUCCESSFULLY_PLEASE,java.SaveSuccessfullyPlease,保存成功，请刷新
Back to the task {1} to the point,BACK_TO_THE_TASK_{1}_TO_THE_POINT,java.backToTheTask{1}ToThePoint,回溯任务{1}的位点到
Tracing Back to Task {1} to {2} failed only backdating data for one day,TRACING_BACK_TO_TASK_{1}_TO_{2},java.TracingBackToTask{1}To{2},回溯任务{1}的位点到{2}失败，只能回溯一天内的数据
The backdated time format is incorrect,THE_BACKDATED_TIME_FORMAT_IS,java.theBackdatedTimeFormatIs,回溯时间格式不正确
Type does not support backtracking,TYPE_DOES_NOT_SUPPORT,java.typeDoesNotSupport,类型不支持回溯
Table name input error can not find the topic corresponding to the table enter the correct name of the logical table,TABLE_NAME_INPUT_ERROR_CAN_NOT,java.TableNameInputErrorCanNot,表名输入错误，找不到该表对应的topic，请输入正确的逻辑表名
Message back failed,MESSAGE_BACK_FAILED,java.messageBackFailed,消息回溯失败
Tracing back to task {1} to {2} failed,TRACING_BACK_TO_TASK_{1}_TO_{2},java.tracingBackToTask{1}To{2},回溯任务{1}的位点到{2}失败
Clear the mission {1} site,CLEAR_THE_MISSION_{1}_SITE,java.clearTheMission{1}Site,清空任务{1}的位点
Empty the DDL version of task {1},EMPTY_THE_DDL_VERSION_OF_TASK_{1},java.emptyTheDDLVersionOfTask{1},清空任务{1}的DDL版本
Environment env can not be empty,ENVIRONMENT_ENV_CAN_NOT_BE_EMPTY,java.environmentEnvCanNotBeEmpty,环境env不能为空
Single task modified successfully,SINGLE_TASK_MODIFIED,java.singleTaskModified,单个任务修改成功
Batch task modified successfully,BATCH_TASK_MODIFIED_SUCCESSFULLY,java.batchTaskModifiedSuccessfully,批量任务修改成功
Wrong bandwidth setting format,WRONG_BANDWIDTH_SETTING_FORMAT,java.wrongBandwidthSettingFormat,带宽设置格式错误
Wrong formatting,WRONG_FORMATTING,java.wrongFormatting,设置格式错误
The task delay is set incorrectly,THE_TASK_DELAY_IS_SET_INCORRECTLY,java.theTaskDelayIsSetIncorrectly,任务延迟设置错误
Set the dynamic switch failed,SET_THE_DYNAMIC_SWITCH_FAILED,java.setTheDynamicSwitchFailed,设置动态开关失败
Push the latest configuration for task {1} to,PUSH_THE_LATEST_CONFIGURATION_FOR,java.pushTheLatestConfigurationFor,推送任务{1}的最新配置到
only,ONLY,java.only,只有
It is necessary to check whether binlog has permission to pull,IT_IS_NECESSARY_TO_CHECK_WHETHER,java.itIsNecessaryToCheckWhether,才有必要检查是否拥有binlog拉取权限
According to taskId can not find the task,ACCORDING_TO_TASKID_CAN_NOT_FIND,java.accordingToTaskIdCanNotFind,根据taskId找不到任务
It is necessary to check the master and slave synchronization status,IT_IS_NECESSARY_TO_CHECK_THE_MASTER,java.itIsNecessaryToCheckTheMaster,才有必要检查主备同步状态
Setting multiple threads on this type of task is not supported,SETTING_MULTIPLE_THREADS_ON_THIS,java.settingMultipleThreadsOnThis,不支持在这种类型的任务上设置多线程消费
Status node does not exist,STATUS_NODE_DOES_NOT_EXIST,java.statusNodeDoesNotExist,状态节点不存在
Partition,PARTITION,java.partition,分区
Write metaq stage a total of pull,WRITE_METAQ_STAGE_A_TOTAL_OF_PULL,java.WriteMetaqStageATotalOfPull,写metaq阶段，总共拉取
Zhang table distributed in,ZHANG_TABLE_DISTRIBUTED_IN,java.ZhangTableDistributedIn,张表，分布在
Sub-library,SUB-LIBRARY,java.sub-library,个分库
Report machine,REPORT_MACHINE,java.reportMachine,汇报机器
Report time,REPORT_TIME,java.reportTime,汇报时间
Only {1} <{2} sub-libraries have progress in the table {0},ONLY_{1}_<{2}_SUB-LIBRARIES_HAVE,java.only{1}<{2}Sub-librariesHave,表{0}只有{1}<{2}个分库有拉取进度
There are,THERE_ARE,java.thereAre,总共有
The drawdown of a table x sub-library lasted more than 15 minutes,THE_DRAWDOWN_OF_A_TABLE_X,java.theDrawdownOfATableX,个表x分库的拉取延迟超过15分钟
Among them the maximum delay,AMONG_THEM_THE_MAXIMUM_DELAY,java.AmongThemTheMaximumDelay,其中，最大延迟
If the above metaq partitions are not stacked then the drc channel has been delayed please contact,IF_THE_ABOVE_METAQ_PARTITIONS_ARE,java.IfTheAboveMetaqPartitionsAre,如果上面metaq各分区没有堆积，则说明drc通道已经延迟，请联系
Solve if the metaq have accumulated please first solve the discrepancy of Jingwei consumption metaq,SOLVE_IF_THE_METAQ_HAVE,java.SolveIfTheMetaqHave,解决，如果metaq有堆积，请先解决精卫消费metaq的异常
All sub-library pulled progress are normal,ALL_SUB-LIBRARY_PULLED_PROGRESS,java.allSub-libraryPulledProgress,所有分库的拉取进度均正常
Only incoming v3 tasks are supported,ONLY_INCOMING_V3_TASKS_ARE,java.onlyIncomingV3TasksAre,只支持传入v3的任务
The list is empty,THE_LIST_IS_EMPTY,java.theListIsEmpty,列表为空
Before online,BEFORE_ONLINE,java.beforeOnline,前在线
Please mount the cluster first,PLEASE_MOUNT_THE_CLUSTER_FIRST,java.pleaseMountTheClusterFirst,请先挂载集群
Only support,ONLY_SUPPORT,java.onlySupport,只支持
Only supports client mode tasks,ONLY_SUPPORTS_CLIENT_MODE_TASKS,java.onlySupportsClientModeTasks,只支持client模式的任务
Can not find the task,CAN_NOT_FIND_THE_TASK,java.canNotFindTheTask,找不到任务
Can not find the task of the associated central environment,CAN_NOT_FIND_THE_TASK_OF_THE,java.canNotFindTheTaskOfThe,找不到关联的中心环境的任务
The task name (list) can not be empty,THE_TASK_NAME_(LIST)_CAN_NOT_BE,java.theTaskName(list)CanNotBe,任务名（列表）不可为空
Must be greater than 24 hours,MUST_BE_GREATER_THAN_24_HOURS,java.mustBeGreaterThan24Hours,必须大于24小时
Modify drc data save time failed,MODIFY_DRC_DATA_SAVE_TIME_FAILED,java.modifyDrcDataSaveTimeFailed,修改drc数据保存时间失败
Only supports drc type tasks,ONLY_SUPPORTS_DRC_TYPE_TASKS,java.onlySupportsDrcTypeTasks,只支持drc类型任务
Query failed,QUERY_FAILED,java.queryFailed,查询失败
Timing service already exists,TIMING_SERVICE_ALREADY_EXISTS,java.timingServiceAlreadyExists,定时服务已存在
Timing service does not exist,TIMING_SERVICE_DOES_NOT_EXIST,java.timingServiceDoesNotExist,定时服务不存在
Sememe Meta Forwarding service created,SEMEME_META_FORWARDING_SERVICE,java.sememeMetaForwardingService,精卫metaq转发服务创建的
Please contact administrator to add user,PLEASE_CONTACT_ADMINISTRATOR_TO,java.pleaseContactAdministratorTo,请联系管理员添加用户
Is running did not open the alarm service,IS_RUNNING_DID_NOT_OPEN_THE_ALARM,java.IsRunningDidNotOpenTheAlarm,正在运行、未开启报警的服务
Stop spending you can move to the task of recycle bin,STOP_SPENDING_YOU_CAN_MOVE_TO_THE,java.StopSpendingYouCanMoveToThe,停止消费、可移到回收站的任务
Running task,RUNNING_TASK,java.runningTask,正在运行的任务
Stop the task,STOP_THE_TASK,java.stopTheTask,停止的任务
Delay rankings,DELAY_RANKINGS,java.delayRankings,延迟排名
an examination,AN_EXAMINATION,java.anExamination,检查
The cluster does not stop the scheduled task temporarily or check whether the node exists,THE_CLUSTER_DOES_NOT_STOP_THE,java.theClusterDoesNotStopThe,集群暂时没有停止调度的任务或者检查该节点是否存在
Service not found and may have been deleted,SERVICE_NOT_FOUND_AND_MAY_HAVE_BEEN,java.serviceNotFoundAndMayHaveBeen,服务未找到，可能已被删除
Table,TABLE,java.table,分表
Single table,SINGLE_TABLE,java.singleTable,单表
Consumer group is not online you need to start the task of Jing Wei. If the machine is not online after starting the task check the Exception Log the Jingwei Journal at / home / admin / logs / jwlog the metaq Log at,CONSUMER_GROUP_IS_NOT_ONLINE_YOU,java.ConsumerGroupIsNotOnlineYou,消费分组不在线，您需要先启动精卫任务。如果启动任务后机器不在线，请查看异常日志，精卫日志在/home/admin/logs/jwlog，metaq日志在
Consumer groups online,CONSUMER_GROUPS_ONLINE,java.consumerGroupsOnline,消费分组在线
This Extractor type of diagnosis is not supported at this time,THIS_EXTRACTOR_TYPE_OF_DIAGNOSIS,java.thisExtractorTypeOfDiagnosis,暂不支持此种Extractor类型的诊断
Jingwei channel has not been successful audit you can contact Jingwei on duty,JINGWEI_CHANNEL_HAS_NOT_BEEN,java.JingweiChannelHasNotBeen,精卫通道没有审核成功，您可以联系精卫值班
Ask the progress of the audit,ASK_THE_PROGRESS_OF_THE_AUDIT,java.askTheProgressOfTheAudit,询问审核进度
Channel has not been successfully approved you can contact,CHANNEL_HAS_NOT_BEEN,java.ChannelHasNotBeen,通道还没有审核成功，您可以联系
Jingwei channel created successfully waiting for the approval phase,JINGWEI_CHANNEL_CREATED,java.JingweiChannelCreated,精卫通道创建成功，等待审核阶段
Channel successfully created waiting for the approval phase if you want to speed up the audit please contact,CHANNEL_SUCCESSFULLY_CREATED,java.ChannelSuccessfullyCreated,通道创建成功，等待审核阶段，如果想加快审核速度，请联系
Jing Wei channel to create a success the audit fails the reason for the failure please contact Jingwei on duty,JING_WEI_CHANNEL_TO_CREATE_A,java.JingWeiChannelToCreateA,精卫通道创建成功，审核不通过，失败原因，请联系精卫值班
Channel created successfully the audit fails the reason for the failure please ask,CHANNEL_CREATED_SUCCESSFULLY,java.ChannelCreatedSuccessfully,通道创建成功，审核不通过，失败原因，请询问
Jing Wei channel to create an exception please contact Jingwei on duty,JING_WEI_CHANNEL_TO_CREATE_AN,java.JingWeiChannelToCreateAn,精卫通道创建异常，请联系精卫值班
Abnormal channel creation please ask,ABNORMAL_CHANNEL_CREATION,java.AbnormalChannelCreation,通道创建异常，请询问
We can not get the access to the metaq consumption group because you can not access the etiquette,WE_CAN_NOT_GET_THE_ACCESS_TO_THE,java.weCanNotGetTheAccessToThe,精卫通道创建失败，获取不到metaq消费分组，您可以询问精卫值班
Channel creation failed access to metaq consumption group you can ask,CHANNEL_CREATION_FAILED_ACCESS,java.ChannelCreationFailedAccess,通道创建失败，获取不到metaq消费分组，您可以询问
Jing Wei channel to create fails can not get,JING_WEI_CHANNEL_TO_CREATE_FAILS,java.JingWeiChannelToCreateFails,精卫通道创建失败，获取不到
You can ask the g-guard duty,YOU_CAN_ASK_THE_G-GUARD_DUTY,java.youCanAskTheG-guardDuty,您可以询问精卫值班
Channel creation failed can not get,CHANNEL_CREATION_FAILED_CAN_NOT,java.ChannelCreationFailedCanNot,通道创建失败，获取不到
You can ask,YOU_CAN_ASK,java.youCanAsk,您可以询问
Jing Wei channel created successfully,JING_WEI_CHANNEL_CREATED,java.jingWeiChannelCreated,精卫通道创建成功
Channel created successfully,CHANNEL_CREATED_SUCCESSFULLY,java.channelCreatedSuccessfully,通道创建成功
In the accumulation of the number of messages {0} the maximum delay time {1} please see Jingwei log,IN_THE_ACCUMULATION_OF_THE_NUMBER,java.InTheAccumulationOfTheNumber,里消息堆积数量{0}，最大延迟时间{1}，请先查看精卫日志
Log in / home / admin / logs / metaq to __see whether the consumer exception. You can also contact please contact Jing Wei duty,LOG_IN_/_HOME_/_ADMIN_/_LOGS_/_METAQ,java.LogIn/Home/Admin/Logs/Metaq,日志在/home/admin/logs/metaq，看是否消费异常。您还可以联系请联系精卫值班
In the accumulation of the number of messages {0} the maximum delay time {1} Jing Wei task spending normal,IN_THE_ACCUMULATION_OF_THE_NUMBER,java.InTheAccumulationOfTheNumber,里消息堆积数量{0}，最大延迟时间{1}，精卫任务消费正常
Query metaq interface failed,QUERY_METAQ_INTERFACE_FAILED,java.queryMetaqInterfaceFailed,查询metaq接口失败
The last update time for all partitions has not changed,THE_LAST_UPDATE_TIME_FOR_ALL,java.theLastUpdateTimeForAll,所有分区的最后更新时间没有变化，精卫的
Metaq did not write the database change message please contact Jingwei on duty,METAQ_DID_NOT_WRITE_THE_DATABASE,java.MetaqDidNotWriteTheDatabase,没有把数据库变更消息写到metaq，请联系精卫值班
The last update time for all partitions has not changed,THE_LAST_UPDATE_TIME_FOR_ALL,java.theLastUpdateTimeForAll,所有分区的最后更新时间没有变化
Did not write the database change message metaq Jingwei upstream data problems please contact,DID_NOT_WRITE_THE_DATABASE_CHANGE,java.DidNotWriteTheDatabaseChange,没有把数据库变更消息写到metaq，精卫的数据上游出现问题，请联系
The last update time is now more than 10 minutes Jingwei's,THE_LAST_UPDATE_TIME_IS_NOW_MORE,java.TheLastUpdateTimeIsNowMore,的最后更新时间距现在超过10分钟，精卫的
Has stopped writing metaq please contact Jingwei on duty,HAS_STOPPED_WRITING_METAQ_PLEASE,java.HasStoppedWritingMetaqPlease,已经停止写入metaq，请联系精卫值班
The last update time is now over 10 minutes,THE_LAST_UPDATE_TIME_IS_NOW_OVER_10,java.theLastUpdateTimeIsNowOver10,的最后更新时间距现在超过10分钟
Have stopped writing metaq please contact,HAVE_STOPPED_WRITING_METAQ,java.HaveStoppedWritingMetaq,已经停止写入metaq，请联系
Query to the partition of the last update time is empty,QUERY_TO_THE_PARTITION_OF_THE_LAST,java.queryToThePartitionOfTheLast,查询到各分区的最后更新时间为空
In all partitions only one partition is updated and the heartbeat information used to indicate the health of the link is written to the same partition of the metaq. Please ensure that the source table in the implementation of the update operation if there is only one partition is updated it may Jingwei,IN_ALL_PARTITIONS_ONLY_ONE,java.InAllPartitionsOnlyOne,所有的分区中，只有一个分区有更新，用来表示链路健康状态的心跳信息会写入到metaq的同一个分区。请先确保在源表里执行了更新操作，如果还是只有一个分区有更新，则可能精卫的
Did not pull to incremental wrote metaq but only wrote the heartbeat message. Please contact Jingwei on duty,DID_NOT_PULL_TO_INCREMENTAL_WROTE,java.DidNotPullToIncrementalWrote,没有拉取到增量写到metaq，而只是写入了心跳消息。请联系精卫值班
In all partitions only one partition is updated and the heartbeat information used to indicate the health of the link is written to the same partition of the metaq. Please make sure to perform the update operation in the source table if there is only one partition is updated it may,IN_ALL_PARTITIONS_ONLY_ONE,java.InAllPartitionsOnlyOne,所有的分区中，只有一个分区有更新，用来表示链路健康状态的心跳信息会写入到metaq的同一个分区。请先确保在源表里执行了更新操作，如果还是只有一个分区有更新，则可能
Did not pull to incremental wrote metaq but only wrote the heartbeat message. please contact,DID_NOT_PULL_TO_INCREMENTAL_WROTE,java.DidNotPullToIncrementalWrote,没有拉取到增量写到metaq，而只是写入了心跳消息。请联系
The district update normal,THE_DISTRICT_UPDATE_NORMAL,java.theDistrictUpdateNormal,的各分区更新正常
No data,NO_DATA,java.noData,暂无数据
Get the specified machine ip error,GET_THE_SPECIFIED_MACHINE_IP_ERROR,java.getTheSpecifiedMachineIpError,获取指定机器ip错误
Can not get it,CAN_NOT_GET_IT,java.canNotGetIt,无法获取
Designated machine,DESIGNATED_MACHINE,java.designatedMachine,指定机器的
Address please upgrade the following worker version,ADDRESS_PLEASE_UPGRADE_THE,java.AddressPleaseUpgradeThe,地址，请升级以下worker版本
Get all machines Ip address error,GET_ALL_MACHINES_IP_ADDRESS_ERROR,java.getAllMachinesIpAddressError,获取所有机器的Ip地址出错
Get the specified environment machine ip error,GET_THE_SPECIFIED_ENVIRONMENT,java.getTheSpecifiedEnvironment,获取指定环境的机器ip出错
The environment is,THE_ENVIRONMENT_IS,java.theEnvironmentIs,环境为
All ip address error,ALL_IP_ADDRESS_ERROR,java.allIpAddressError,所有ip地址出错
registration success,REGISTRATION_SUCCESS,java.registrationSuccess,注册成功
Currently in the watchmaking stage,CURRENTLY_IN_THE_WATCHMAKING,java.currentlyInTheWatchmaking,当前处于建表阶段
Currently in the mission preparation stage,CURRENTLY_IN_THE_MISSION,java.currentlyInTheMission,当前处于任务准备阶段
